timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
363057060,25.320257,25.320185,13.173221,10.426732,0.0,670.6805,0.9521755,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
363562767,25.320257,25.320185,14.743057,12.446676,0.0,672.6507,0.9520346,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
364069384,25.320257,25.320164,7.521811,11.9292,0.0,674.31476,0.9519156,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
364561840,25.320257,25.320185,7.3124986,9.9254,0.0,675.4574,0.951834,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
365067528,25.320257,25.320185,8.04509,8.2079,0.0,676.44836,0.951763,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
365573008,25.320257,25.320185,9.894008,8.376267,0.0,677.6146,0.9516797,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
366066617,25.320257,25.320185,13.836041,11.614059,0.0,679.5072,0.9515445,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
366570619,25.320257,25.320118,10.591713,12.380214,0.0,681.38214,0.9514106,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
367076271,25.320257,25.320185,13.522074,11.666287,0.0,682.91626,0.95130074,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
367581811,25.320257,25.320185,12.8243685,12.953327,0.0,684.89154,0.9511597,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
368076111,25.320257,25.320185,13.626729,13.9797,0.0,686.9186,0.951015,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
368581093,25.320257,25.320185,12.649942,13.444036,0.0,688.7683,0.9508828,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
369086648,25.320257,25.320017,14.254664,14.252936,0.0,690.8192,0.9507364,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
369580193,25.320257,25.317186,18.022272,15.138445,0.0,692.97437,0.9505826,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
370084269,25.320257,25.31646,13.138336,15.193448,0.0,695.14545,0.9504277,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
370589832,25.320257,25.317532,15.196566,14.856762,0.0,697.1781,0.95028275,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
371083439,25.320257,25.317698,15.336107,15.378057,0.0,699.3452,0.95012796,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
371589096,25.320257,25.318586,13.591845,14.770816,0.0,701.37177,0.9499833,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
372093857,25.295525,25.318396,20.429354,15.586475,0.0,703.5985,0.94982433,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
372585944,25.320257,25.318447,12.89414,15.01229,0.0,705.65845,0.94967705,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
373091554,25.320257,25.319078,10.835909,12.853872,0.0,707.2507,0.9495633,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
373596256,25.301708,25.318907,15.650074,14.199642,0.0,709.3373,0.9494144,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
374101001,25.320257,25.31849,15.4407625,14.926524,0.0,711.519,0.9492585,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
374593780,25.320257,25.319092,11.603385,14.186624,0.0,713.39954,0.9491244,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
375098722,25.320257,25.319498,11.603385,13.488454,0.0,715.24506,0.9489925,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
375604266,25.320257,25.319767,12.161549,11.5120325,0.0,716.6521,0.94889176,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
376097900,25.320257,25.319462,15.02214,12.061836,0.0,718.33514,0.94877166,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
376603410,25.320257,25.319513,12.161549,13.122544,0.0,720.3069,0.9486308,1.0,0.0,6,0,0,0,0,0,1,1,0,0,0
